user_id,trimmed_tweet,original_tweet
783258449945780224,This is the psychopathic cop who murdered a begging crawling unarmed #DanielShaver #PhilipBrailsford,"RT @M_Alan_Taylor: This is the psychopathic @MesaPD cop who murdered a begging, crawling, unarmed #DanielShaver : #PhilipBrailsford https:/…"
783258449945780224,Every single one of you at @MesaPD involved with hiring training and supervising #PhilipBrailsford should turn in your badg,"RT @iswudt1: Every single one of you at .@MesaPD involved with hiring, training, and supervising #PhilipBrailsford should turn in your badg…"
353502539,Murders like the one of #DanielShaver is what happens when you let a stonecold psychopath like #PhilipBrailsford beco,RT @DoktorStockmann: Murders like the one of #DanielShaver is what happens when you let a stone-cold psychopath like #PhilipBrailsford beco…
303702831,Living in the United States #Trump is the least of your worries This country is beyond Fcked up This was a sadis,Living in the United States #Trump is the least of your worries. This country is beyond F*cked up. This was a sadis… https://t.co/mnqGPaH3K9
825531606819598337,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
30334383,If #police wonder why the #public DOESNT #trust or #like them watch the #video of #DanielShaver #execution by,If #police wonder why the #public DOESNT #trust or #like them .watch the #video of #DanielShaver #execution by… https://t.co/PD1KBwuZZQ
173212590,He deserves the death penalty #DanielShaver #PhilipBrailsford,RT @Joey_Hanley: He deserves the death penalty #DanielShaver #PhilipBrailsford https://t.co/Azs29ESr0P
865935720061575169,If #PhilipBrailsford can get away with the barbaric murder of poor #DanielShaver on video one of the worst things I've ever,RT @jlofts20: If #PhilipBrailsford can get away with the barbaric murder of poor #DanielShaver on video - one of the worst things I've ever…
783258449945780224,The Brutal Execution of #DanielShaver by pig #PhilipBrailsford I've seen #Isis but this is one of the worst exec,"RT @SwaggBundlez: The Brutal Execution of #DanielShaver by pig #PhilipBrailsford @MesaPD 
I've seen #Isis but this is one of the worst exec…"
32224674,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
32224674,#PhilipBrailsford had previous excessive use of force complaints Had Mesa PD taken them seriously and given him better,RT @DanielShaver_: #PhilipBrailsford had previous excessive use of force complaints. Had Mesa PD taken them seriously and given him better…
865935720061575169,Unarmed dad shot 5 times by #MesaPD Please don't shoot me #DanielShaver #PhilipBrailsford #JusticeForDaniel,"RT @DanielShaver_: Unarmed dad shot 5 times by #MesaPD. ""Please don't shoot me."" #DanielShaver #PhilipBrailsford #JusticeForDaniel https://…"
3161763159,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
519750985,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
3214217986,Just doing my bit to spread the fact that this man is an absolutely disgrace for a human being #PhilipBrailsford,RT @neuronfiddler: Just doing my bit to spread the fact that this man is an absolutely disgrace for a human being. #PhilipBrailsford https:…
59320120,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
3294543707,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
3416205759,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
3214217986,Murders like the one of #DanielShaver is what happens when you let a stonecold psychopath like #PhilipBrailsford b,Murders like the one of #DanielShaver is what happens when you let a stone-cold psychopath like #PhilipBrailsford b… https://t.co/wEXQOt9i2z
812208341980246017,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
780847884627431424,The Brutal Execution of #DanielShaver by pig #PhilipBrailsford I've seen #Isis but this is one of the worst exec,"RT @SwaggBundlez: The Brutal Execution of #DanielShaver by pig #PhilipBrailsford @MesaPD 
I've seen #Isis but this is one of the worst exec…"
780847884627431424,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
3183373562,It makes me feel SO much safer knowing guys like Officer #PhilipBrailsford are there on the beat maintaining that,"It makes me feel SO much safer knowing guys like Officer #PhilipBrailsford are there, on the beat, maintaining that… https://t.co/SK6RNfokFZ"
408163433,#DanielShaver an unarmed white man was killed by a white police officer last yr The officer #PhilipBrailsford was,#DanielShaver an unarmed white man was killed by a white police officer last yr. The officer #PhilipBrailsford was… https://t.co/4P06Ebt5ld
3322453201,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
821218060266635264,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
546862447,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
876924394026799104,This is everything that is wrong with the police in our country Convict #philipbrailsford or make him pay the family with a,RT @sebroche: This is everything that is wrong with the police in our country . Convict #philipbrailsford or make him pay the family with a…
937035802462134279,#PhilipBrailsford shot a crying nervous man Id be scared too and be dead #DanielShaver,"RT @xCarlosEMendez: #PhilipBrailsford shot a crying nervous man. I’d be scared too, and be dead.  #DanielShaver

 https://t.co/1n6M2NGiS3"
101668849,You can say he was reaching He was also clearly terrified crying,"@zzNumb @mlaub1968 @GeoWilkinson3 @allahpundit You can say he was reaching. He was also clearly terrified, crying &amp;… https://t.co/RTi3hQ6AvQ"
2869708687,He deserves the death penalty #DanielShaver #PhilipBrailsford,RT @Joey_Hanley: He deserves the death penalty #DanielShaver #PhilipBrailsford https://t.co/Azs29ESr0P
873973794431537154,#PhilipBrailsford is a name every man woman and child in the US should know When I want to an offhand reference to evil,"RT @Mr_Reinartz: #PhilipBrailsford is a name every man, woman, and child in the US should know. When I want to an offhand reference to evil…"
937035802462134279,Remember this POS murderer's face #PhilipBrailsford,RT @purplemoonluv: Remember this POS murderer's face!  #PhilipBrailsford https://t.co/u6RehJw63M
937035802462134279,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
371852451,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
937035802462134279,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
3091870115,This is beyond disturbing The murderers name is #PhilipBrailsford he was found not guilty This is appalling #DanielShaver,RT @SunnyJ2D2: This is beyond disturbing. The murderer’s name is #PhilipBrailsford he was found not guilty. This is appalling #DanielShaver…
3091870115,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
2908423571,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
100531055,This is beyond disturbing The murderers name is #PhilipBrailsford he was found not guilty This is appalling #DanielShaver,RT @SunnyJ2D2: This is beyond disturbing. The murderer’s name is #PhilipBrailsford he was found not guilty. This is appalling #DanielShaver…
100531055,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
100531055,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
43517172,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
411822071,As a Canadian who visits occasionally Arizona I am extremely concerned with your vetting process What steps,@MesaPD As a Canadian who visits occasionally Arizona I am extremely concerned with your vetting process.What steps… https://t.co/jtClIdZNvp
2326387602,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
1723988598,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
880937363551158272,Every retweet helps send officer Philip brailsford to hell #PhilipBrailsford #burninhell,RT @Bryce_Rydza: Every retweet helps send officer Philip brailsford to hell. #PhilipBrailsford #burninhell
290191353,The dust cover on #PhilipBrailsford's AR15 says YOUR FUCKEDHe knew what he was doing He got away with murder htt,"RT @LowBrow_Leader: The dust cover on #PhilipBrailsford's AR-15 says ""YOUR FUCKED""

He knew what he was doing: He got away with murder. htt…"
741759822,#PhilipBrailsford But keep giving guns to mentally ill people Unbelievable,#PhilipBrailsford But keep giving guns to mentally ill people. Unbelievable
741759822,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
741759822,#PhilipBrailsford Wishing you a lifetime of misery You murderer Sleepless nights nightmares shunned wherever you go,"RT @Emmer_Effer: #PhilipBrailsford Wishing you a lifetime of misery.  You murderer.  Sleepless nights, nightmares, shunned wherever you go.…"
871759829790019584,#PhilipBrailsford is a name every man woman and child in the US should know When I want to an offhand reference,"#PhilipBrailsford is a name every man, woman, and child in the US should know. When I want to an offhand reference… https://t.co/oStpUb3163"
234547584,He deserves the death penalty #DanielShaver #PhilipBrailsford,RT @Joey_Hanley: He deserves the death penalty #DanielShaver #PhilipBrailsford https://t.co/Azs29ESr0P
3496300996,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
873973794431537154,My Christmas wish Peace and love to all but only after I encounter that exMesa AZ cop #PhilipBrailsford who killed #,"RT @AntifragileBR: My Christmas wish? Peace and love to all, but only after I encounter that ex-Mesa, AZ cop #PhilipBrailsford who killed #…"
873973794431537154,Hey it's Christmas card season Maybe some carolers armed o the teeth #PhilipBrailsford #DanielShaver video,"RT @Pall_M_Malaise: Hey, it's Christmas card season! Maybe some carolers armed o the teeth. #PhilipBrailsford #DanielShaver video https://t…"
2551503283,My thoughts on the murder of #DanielShaver by police officer #PhilipBrailsford,My thoughts on the murder of #DanielShaver by police officer #PhilipBrailsford https://t.co/iPHWmD0Guo
882400415404392448,Hey it's Christmas card season Maybe some carolers armed o the teeth #PhilipBrailsford #DanielShaver video,"Hey, it's Christmas card season! Maybe some carolers armed o the teeth. #PhilipBrailsford #DanielShaver video https://t.co/TkkRlnCOKa"
705027014651084800,Phil Brailsford a murderer a bully and a cunt #PhilipBrailsford,"RT @Duran_Is_God: Phil Brailsford - a murderer, a bully and a cunt. #PhilipBrailsford https://t.co/3DburYczkP"
845549425137147904,If #PhilipBrailsford can get away with the barbaric murder of poor #DanielShaver on video one of the worst things I've ever,RT @jlofts20: If #PhilipBrailsford can get away with the barbaric murder of poor #DanielShaver on video - one of the worst things I've ever…
845549425137147904,Remember this POS murderer's face #PhilipBrailsford,RT @purplemoonluv: Remember this POS murderer's face!  #PhilipBrailsford https://t.co/u6RehJw63M
845549425137147904,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
845549425137147904,#PhilipBrailsford Wishing you a lifetime of misery You murderer Sleepless nights nightmares shunned wherever you go,"RT @Emmer_Effer: #PhilipBrailsford Wishing you a lifetime of misery.  You murderer.  Sleepless nights, nightmares, shunned wherever you go.…"
23328720,My Christmas wish Peace and love to all but only after I encounter that exMesa AZ cop #PhilipBrailsford who kil,"My Christmas wish? Peace and love to all, but only after I encounter that ex-Mesa, AZ cop #PhilipBrailsford who kil… https://t.co/3s1KcO1Wbt"
873973794431537154,Would anyone be offended if I made a Doom mod where you point a gun at #PhilipBrailsford in the game and he stops a,Would anyone be offended if I made a Doom mod where you point a gun at #PhilipBrailsford in the game and he stops a… https://t.co/nzCisE9UUS
845549425137147904,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
845549425137147904,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
2730383127,This is #PhilipBrailsfordHe stood and shot unarmed #DanielShaver 5 times in the chest and neck killing him while he was on,"RT @Attaphia: This is #PhilipBrailsford

He stood and shot unarmed #DanielShaver 5 times in the chest and neck, killing him while he was on…"
4751186057,#MesaPD #MesaAZ brace yourselves for the largest wrongfuldeath award ever translating into a $500 tax increase,"#MesaPD, #MesaAZ, brace yourselves for the largest wrongful-death award ever, translating into a $500 tax increase… https://t.co/uoTtSJhT6V"
95532550,Absolutely 100% murder committed by a police officer And the jury deliberates for less than six hours before acqui,Absolutely 100% murder committed by a police officer. And the jury deliberates for less than six hours before acqui… https://t.co/rOFHRc1aVl
825266439003140096,#PhilipBrailsfords actions make me understand why some call cops PIGS Daniel Shavers was death was,"@nytimes #PhilipBrailsford’s actions make me understand why some call cops “PIGS”. 

Daniel Shaver’s was death was… https://t.co/Mg2FC6QpQW"
861200896578822144,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
861200896578822144,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
540869067,This is #PhilipBrailsfordHe stood and shot unarmed #DanielShaver 5 times in the chest and neck killing him while he was on,"RT @Attaphia: This is #PhilipBrailsford

He stood and shot unarmed #DanielShaver 5 times in the chest and neck, killing him while he was on…"
2367184639,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
16029716,#PhilipBrailsford Wishing you a lifetime of misery You murderer Sleepless nights nightmares shunned wherever you go,"RT @Emmer_Effer: #PhilipBrailsford Wishing you a lifetime of misery.  You murderer.  Sleepless nights, nightmares, shunned wherever you go.…"
16029716,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
825909218771341312,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
716483407807660033,This is #PhilipBrailsfordHe stood and shot unarmed #DanielShaver 5 times in the chest and neck killing him while he was on,"RT @Attaphia: This is #PhilipBrailsford

He stood and shot unarmed #DanielShaver 5 times in the chest and neck, killing him while he was on…"
873973794431537154,Love justiceTired of seeing sociopaths like #PhilipBrailsford walkDO JURY SERVICE Rest in peace #DanielShaver,"RT @BOYCOTT_ISRAEL4: Love justice?

Tired of seeing sociopaths like #PhilipBrailsford walk?

DO JURY SERVICE.

Rest in peace #DanielShaver…"
4751186057,Yes we have a police problem But a bigger problem is corrupt propolice judges who jurytamper by withholding ev,"Yes, we have a police problem. But a bigger problem is corrupt, pro-police judges who jury-tamper by withholding ev… https://t.co/kLrdnq58eC"
107084639,Fuck you #PhilipBrailsford I hope you rot in hell you coward piece of shit I hope you never get a moments rest the,Fuck you #PhilipBrailsford I hope you rot in hell you coward piece of shit. I hope you never get a moments rest the… https://t.co/QUaJigfPKQ
405832278,Love justiceTired of seeing sociopaths like #PhilipBrailsford walkDO JURY SERVICE Rest in peace,"Love justice?

Tired of seeing sociopaths like #PhilipBrailsford walk?

DO JURY SERVICE.

Rest in peace… https://t.co/FFyL6nnFuT"
2677556770,Someone needs to find #PhilipBrailsford and give him some street justice,RT @The_Gnar24: Someone needs to find #PhilipBrailsford and give him some street justice.
28959355,Remember this POS murderer's face #PhilipBrailsford,RT @purplemoonluv: Remember this POS murderer's face!  #PhilipBrailsford https://t.co/u6RehJw63M
28959355,He deserves the death penalty #DanielShaver #PhilipBrailsford,RT @Joey_Hanley: He deserves the death penalty #DanielShaver #PhilipBrailsford https://t.co/Azs29ESr0P
28959355,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
892906645214375936,if this is how you train your officers than I pray for your citizens #justicefordanielshaver #MesaPolice,"@MesaPD if this is how you ""train"" your officers than I pray for your citizens. #justicefordanielshaver #MesaPolice… https://t.co/q0PiVvvzqU"
28959355,#PhilipBrailsford Wishing you a lifetime of misery You murderer Sleepless nights nightmares shunned wherever you go,"RT @Emmer_Effer: #PhilipBrailsford Wishing you a lifetime of misery.  You murderer.  Sleepless nights, nightmares, shunned wherever you go.…"
28959355,This animal Philip Brailsford murdered this man Mesa PD must be very proud Fu@k you Philip Brailsford you barba,"This animal, Philip Brailsford, murdered this man. Mesa PD must be very proud. Fu@k you Philip Brailsford you barba… https://t.co/dGec20bZe7"
897808279,This is everything that is wrong with the police in our country Convict #philipbrailsford or make him pay the family with a,RT @sebroche: This is everything that is wrong with the police in our country . Convict #philipbrailsford or make him pay the family with a…
318056816,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
2355678031,Those ducks look threatening Shoot to kill #PhilipBrailsford,@MesaAzgov Those ducks look threatening.  Shoot to kill!!! #PhilipBrailsford
3013449743,#PhilipBrailsford cop who murdered unarmed #DanielShaver bc he didnt comply w his crawl 2 me w ur hands in the air dir,"RT @danigoldfine: #PhilipBrailsford..cop who murdered unarmed #DanielShaver bc he didnt comply w his ""crawl 2 me w ur hands in the air"" dir…"
49553377,This is beyond disturbing The murderers name is #PhilipBrailsford he was found not guilty This is appalling #DanielShaver,RT @SunnyJ2D2: This is beyond disturbing. The murderer’s name is #PhilipBrailsford he was found not guilty. This is appalling #DanielShaver…
49553377,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
2780627559,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
916012205950332928,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
265820843,By American standards #PhilipBrailsford was ruled innocent of murder I highly doubt he would have been so lucky i,"By American standards, #PhilipBrailsford was ruled innocent of murder. I highly doubt he would have been so lucky i… https://t.co/SRWru3Pje8"
798333697099329536,#PhilipBrailsford wanted to shoot somebody that day unfortunately that somebody was #DanielShaver He barked o,"RT @JustLee_Lee: @wpiman #PhilipBrailsford wanted to shoot somebody that day &amp; unfortunately,  that somebody was #DanielShaver. He barked o…"
875826625274884096,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
706500785480331264,Jesus #PhilipBrailsford You are despicable,Jesus. #PhilipBrailsford. You are despicable. https://t.co/up68nZ1gxj
2953191664,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
26874946,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
79336623,#PhilipBrailsford is a evil human being and who deserves nothing less than to be drowned in gasoline a,@JamAfriKing #PhilipBrailsford is a evil human being and who deserves nothing less than to be drowned in gasoline a… https://t.co/AaI6sZoIof
3025811778,#PhilipBrailsford wanted to shoot somebody that day unfortunately that somebody was #DanielShaver He b,"@wpiman #PhilipBrailsford wanted to shoot somebody that day &amp; unfortunately,  that somebody was #DanielShaver. He b… https://t.co/mG5Amawhu1"
24815872,The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity I have seen the video unfort,RT @ItsHeckinChris: The acquittal of #PhilipBrailsford in the shooting of #DanielShaver is absolute insanity. I have seen the video (unfort…
458476679,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
191254459,Too much FAILED to train officers or vet them #PhilipBrailsford is a god damn coward and murd,"Too much! @MesaAzgov @MesaPD FAILED to train officers, or vet them. #PhilipBrailsford is a god damn coward and murd… https://t.co/9jgrASur57"
18688613,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
3524199922,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
762679423334223873,#PhilipBrailsford must go to prison The victim was being compliant and he searched for any reason to kill,RT @AaronLangeTenor: #PhilipBrailsford must go to prison. The victim was being compliant and he searched for any reason to kill.
44238890,Today world saw cop #PhilipBrailsford terrorize execute #DanielShaver Like Walter Scott only possible due to video Wit,"RT @ChuckModi1: Today world saw cop #PhilipBrailsford terrorize &amp; execute #DanielShaver. Like Walter Scott, only possible due to video. Wit…"
2926388692,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
799376219200516101,#PhilipBrailsford cop who murdered unarmed #DanielShaver bc he didnt comply w his crawl 2 me w ur hands in the air dir,"RT @danigoldfine: #PhilipBrailsford..cop who murdered unarmed #DanielShaver bc he didnt comply w his ""crawl 2 me w ur hands in the air"" dir…"
2926388692,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
618466200,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
374487376,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
2383579515,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
263599409,Just like #PhilipBrailsford I'd have fired Also like #DanielShaver I'd have reached been fired uponDont think of a black cat,"Just like #PhilipBrailsford I'd have fired
. 
. 
. 
Also like #DanielShaver I'd have reached &amp; been fired upon

""Dont think of a black cat"""
885615391963262976,The Brutal Execution of #DanielShaver by pig #PhilipBrailsford I've seen #Isis but this is one of the worst exec,"RT @SwaggBundlez: The Brutal Execution of #DanielShaver by pig #PhilipBrailsford @MesaPD 
I've seen #Isis but this is one of the worst exec…"
863432815324663809,anything to say about #DanielShaver or his murderer #PhilipBrailsford How about you,"@realDonaldTrump anything to say about #DanielShaver, or his murderer #PhilipBrailsford? How about you @MesaPD ?"
2551503283,#PhilipBrailsford the rat who murdered Daniel Shaver had etched you're fed onto his policeissued rifle Whe,"#PhilipBrailsford, the rat who murdered Daniel Shaver, had etched ""you're f***ed"" onto his police-issued rifle. Whe… https://t.co/mxBd8zXPzS"
776015520675958784,The dust cover on #PhilipBrailsford's AR15 says YOUR FUCKEDHe knew what he was doing He got away with murder htt,"RT @LowBrow_Leader: The dust cover on #PhilipBrailsford's AR-15 says ""YOUR FUCKED""

He knew what he was doing: He got away with murder. htt…"
1566594116,#PhilipBrailsford must go to prison The victim was being compliant and he searched for any reason to kill,#PhilipBrailsford must go to prison. The victim was being compliant and he searched for any reason to kill.
918062372618518528,#PhilipBrailsford of the wanted to kill a man Period Where is the outrage This man is a danger to society ht,RT @mynameismomma: #PhilipBrailsford of the @MesaPD wanted to kill a man. Period. Where is the outrage? This man is a danger to society. ht…
248326821,The Brutal Execution of #DanielShaver by pig #PhilipBrailsford I've seen #Isis but this is one of the worst exec,"RT @SwaggBundlez: The Brutal Execution of #DanielShaver by pig #PhilipBrailsford @MesaPD 
I've seen #Isis but this is one of the worst exec…"
887204089,The dust cover on #PhilipBrailsford's AR15 says YOUR FUCKEDHe knew what he was doing He got away with murder htt,"RT @LowBrow_Leader: The dust cover on #PhilipBrailsford's AR-15 says ""YOUR FUCKED""

He knew what he was doing: He got away with murder. htt…"
2867423524,Officer #PhilipBrailsford IS A MURDERER,RT @EstebanEscamill: Officer #PhilipBrailsford IS A MURDERER. https://t.co/bm2s7LDwaI
2867423524,Murderer #justicefordanielshaver #PhilipBrailsford keep it going,RT @PlatenburgA: Murderer. #justicefordanielshaver #PhilipBrailsford keep it going. https://t.co/mcksXFeLkh
400143453,Every vid I've seen once a suspect is shot the cops secure them for the suspected weapon #PhilipBrailsford rushed past #,"RT @brianparra: Every vid I've seen, once a suspect is shot, the cops secure them for the suspected weapon. #PhilipBrailsford rushed past #…"
3394323082,Phil Brailsford a murderer a bully and a cunt #PhilipBrailsford,"RT @Duran_Is_God: Phil Brailsford - a murderer, a bully and a cunt. #PhilipBrailsford https://t.co/3DburYczkP"
25618813,#Coward Sgt #CharlesLangley and the #Devil #PhilipBrailsford are armed enough to kill 6 men at the same time while protec,RT @arieladkins: #Coward Sgt. #CharlesLangley and the #Devil #PhilipBrailsford are armed enough to kill 6 men at the same time while protec…
2557506890,We have seen the body cam footage of #DanielShaver being executed by #PhilipBrailsford Yet people wonder why some kneel,"RT @Adultingsux1: We have seen the body cam footage of #DanielShaver being executed by #PhilipBrailsford. Yet people wonder why some kneel,…"
